TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0075525	"viral translational termination-reinitiation"	-1.7813949187138705	2.311753861055754	0.0005021160005121583	1	0	null
GO:0032012	"regulation of ARF protein signal transduction"	-1.7663903932784053	4.3747483460101035	0.05833160341243941	0.8759058057359642	0.17875032	null
GO:0030336	"negative regulation of cell migration"	-1.5764346520238757	4.273579945676206	0.04620944016478069	0.8202875077771461	0.43344003	null
GO:0048511	"rhythmic process"	-1.50514938073111	4.754172441415161	0.13974577473077598	1	0	null
GO:0008298	"intracellular mRNA localization"	-1.4118422221415798	3.7133225049870275	0.012717810660030991	0.9142918443358418	0.47239418	null
GO:0062029	"positive regulation of stress granule assembly"	-1.4118422221415798	2.230448921378274	0.00041596864748311157	0.8429707837909025	0.45058493	null
GO:0000082	"G1/S transition of mitotic cell cycle"	-1.404601185697386	4.261786086565754	0.0449713796341061	0.972951560211173	0.0138155	null
GO:1903076	"regulation of protein localization to plasma membrane"	-1.400647287313852	3.916137983107175	0.02028893231481236	0.8741788885887156	0.16398092	null
GO:0006457	"protein folding"	-1.3355955507048327	5.685286610314463	1.1925033490398829	0.8742378000315913	0.46988827	null
GO:0051726	"regulation of cell cycle"	-1.3266641177114322	5.5993895729336165	0.9785034787039558	0.8647192985068691	0.23535142	null
GO:0010501	"RNA secondary structure unwinding"	-1.2782582016041837	2.971739590887778	0.0023038263552910792	0.9267059033902849	0.10616237	null
GO:0021860	"pyramidal neuron development"	-1.2782582016041837	2.450249108319361	0.0006916401771760612	0.8533016538825458	0.4722927	null
GO:0010608	"post-transcriptional regulation of gene expression"	-1.2707703788695424	5.821740114671324	1.6327261684300864	0.8134594011031795	0.4061443	null
GO:0010975	"regulation of neuron projection development"	-1.0957970786045694	4.867160957549899	0.1812712602437202	0.8317941115180472	0.49602204	null
GO:0050885	"neuromuscular process controlling balance"	-0.6958870179400217	3.5233562066547925	0.00821107342014	0.8966347697510281	0.46372229	null
GO:0042752	"regulation of circadian rhythm"	-0.6812178639281188	4.27214341759105	0.04605683628227209	0.8976360743983606	0.16198874	null
GO:0048266	"behavioral response to pain"	-0.5969592761788657	3.040602340114073	0.0027001041792246946	0.8692634194513823	0.42923494	null
GO:0009059	"macromolecule biosynthetic process"	-0.5639944894007278	6.820060570164805	16.264263355707197	0.8874233846141636	0.45044989	null
GO:0006914	"autophagy"	-0.4844024567761729	5.248877717494624	0.43656524891588483	0.9519157861419607	0.13064409	null
GO:0072318	"clathrin coat disassembly"	-0.4639686852454652	3.8755821043278855	0.018479837901202376	0.875579348068295	0.21834566	null
GO:0030036	"actin cytoskeleton organization"	-0.4118973310473733	5.499274581892218	0.7770466629690582	0.8940668686266688	0.38980499	null
GO:0050808	"synapse organization"	-0.4118973310473733	4.850094594386701	0.17428594058953636	0.9175321584681327	0.2519977	null
GO:0097009	"energy homeostasis"	-0.40086923486250703	3.539201599294128	0.008516281185157196	0.8934495257936429	0.46494813	null
GO:0051607	"defense response to virus"	-0.39423523629671786	4.799085412686554	0.1549717040404241	0.9515041013742332	0.20303168	null
GO:0099566	"regulation of postsynaptic cytosolic calcium ion concentration"	-0.36399552571293725	3.463594402187	0.007155153007298256	0.9944003456599371	0	null
GO:0120183	"positive regulation of focal adhesion disassembly"	-0.36399552571293725	2.2041199826559246	0.000391355118046241	0.845134732716362	0.36327522	null
GO:0007339	"binding of sperm to zona pellucida"	-0.34319854027482527	3.9030899869919438	0.019688362196552716	0.9900460449473525	0.01283589	null
GO:0032869	"cellular response to insulin stimulus"	-0.34319854027482527	4.378615902031224	0.05885341023650107	0.9509505338224348	0.22026024	null
GO:0045666	"positive regulation of neuron differentiation"	-0.34319854027482527	3.909983694939844	0.02000341537334466	0.8254231140890484	0.3123875	null
GO:0035654	"clathrin-coated vesicle cargo loading, AP-3-mediated"	-0.33246260232200825	1.1760912590556813	0.00003445894121161871	0.9628985829759052	0.30313434	null
